# Constructed from biom file
#OTU ID	A001.BSD1	A001.BSD2	A001.BSD3	A001.BSD30	A001.BSD42	A001.BSD7	A003.BSD1	A003.BSD2	A003.BSD42	A004.BSD1	A004.BSD2	A004.BSD3	A004.BSD30	A004.BSD42	A004.BSD7	A005.BSD1	A005.BSD2	A005.BSD3	A005.BSD30	A005.BSD42	A005.BSD7	A006.BSD1	A006.BSD2	A006.BSD3	A006.BSD30	A006.BSD42	A006.BSD7	A007.BSD1	A007.BSD2	A007.BSD3	A007.BSD30	A007.BSD42	A008.BSD1	A008.BSD2	A008.BSD3	A008.BSD30	A008.BSD7	A012.BSD1	A012.BSD3	A012.BSD30	A012.BSD42	A012.BSD7	A014.BSD1	A014.BSD2	A014.BSD3	A014.BSD30	A014.BSD42	A014.BSD7	A016.BSD1	A016.BSD2	A016.BSD30	A016.BSD42	A016.BSD7	A018.BSD1	A018.BSD2	A018.BSD3	A018.BSD30	A018.BSD42	A018.BSD7	A020.BSD1	A020.BSD2	A020.BSD3	A020.BSD30	A020.BSD42	A020.BSD7	A022.BSD1	A022.BSD2	A022.BSD3	A022.BSD30	A022.BSD7	A023.BSD1	A023.BSD2	A023.BSD3	A023.BSD30	A023.BSD42	A023.BSD7	A024.BSD1	A024.BSD2	A024.BSD3	A024.BSD30	A024.BSD42	A024.BSD7	A025.BSD1	A025.BSD2	A025.BSD30	A025.BSD42	A025.BSD7	A026.BSD1	A026.BSD2	A026.BSD3	A026.BSD30	A026.BSD42	A026.BSD7	A027.BSD1	A027.BSD3	A027.BSD30	A027.BSD42	A027.BSD7	A030.BSD1	A030.BSD2	A030.BSD3	A030.BSD30	A030.BSD42	A030.BSD7	A032.BSD1	A032.BSD2	A032.BSD3	A032.BSD30	A032.BSD42	A032.BSD7	A035.BSD1	A035.BSD2	A035.BSD3	A035.BSD30	A035.BSD42	A035.BSD7	A036.BSD1	A036.BSD2	A036.BSD3	A036.BSD30	A036.BSD42	A036.BSD7	A038.BSD1	A038.BSD2	A038.BSD3	A038.BSD30	A038.BSD42	A038.BSD7	A040.BSD1	A040.BSD2	A040.BSD30	A040.BSD42	A040.BSD7	A043.BSD1	A043.BSD2	A043.BSD3	A043.BSD30	A043.BSD42	A043.BSD7	A045.BSD1	A045.BSD2	A045.BSD3	A045.BSD30	A045.BSD7	A046.BSD1	A046.BSD2	A046.BSD3	A046.BSD30	A046.BSD42	A046.BSD7	A047.BSD1	A047.BSD2	A047.BSD3	A047.BSD30	A047.BSD42	A047.BSD7	A049.BSD1	A049.BSD2	A049.BSD3	A049.BSD30	A049.BSD42	A049.BSD7	A050.BSD1	A050.BSD2	A050.BSD3	A050.BSD30	A050.BSD42	A050.BSD7	A051.BSD1	A051.BSD2	A051.BSD3	A051.BSD30	A051.BSD42	A051.BSD7	A052.BSD1	A052.BSD2	A052.BSD3	A052.BSD30	A052.BSD42	A052.BSD7	A054.BSD2	A054.BSD3	A054.BSD30	A054.BSD42	A054.BSD7	A055.BSD1	A055.BSD2	A055.BSD3	A055.BSD30	A055.BSD42	A055.BSD7	A056.BSD1	A056.BSD2	A056.BSD3	A056.BSD30	A056.BSD42	A056.BSD7	A057.BSD1	A057.BSD2	A057.BSD3	A057.BSD30	A057.BSD42	A057.BSD7	A060.BSD1	A060.BSD2	A060.BSD3	A060.BSD30	A060.BSD42	A060.BSD7	A061.BSD1	A061.BSD2	A061.BSD3	A061.BSD30	A061.BSD42	A061.BSD7	A062.BSD1	A062.BSD2	A062.BSD3	A062.BSD30	A062.BSD42	A062.BSD7	A063.BSD1	A063.BSD2	A063.BSD3	A063.BSD30	A063.BSD42	A063.BSD7	A064.BSD1	A064.BSD2	A064.BSD3	A064.BSD30	A064.BSD42	A064.BSD7	A065.BSD1	A065.BSD2	A065.BSD3	A065.BSD30	A065.BSD42	A065.BSD7	A067.BSD1	A067.BSD2	A067.BSD3	A067.BSD30	A067.BSD42	A067.BSD7	A068.BSD1	A068.BSD2	A068.BSD3	A068.BSD30	A068.BSD42	A068.BSD7	A069.BSD1	A069.BSD2	A069.BSD3	A069.BSD42	A069.BSD7	A070.BSD1	A070.BSD2	A070.BSD3	A070.BSD30	A070.BSD42	A070.BSD7	A072.BSD1	A072.BSD2	A072.BSD3	A072.BSD30	A072.BSD42	A072.BSD7	A074.BSD1	A074.BSD2	A074.BSD3	A074.BSD30	A074.BSD42	A074.BSD7	A075.BSD1	A075.BSD2	A075.BSD3	A075.BSD30	A075.BSD42	A075.BSD7	A076.BSD1	A076.BSD2	A076.BSD3	A076.BSD30	A076.BSD42	A076.BSD7	A079.BSD1	A079.BSD2	A079.BSD3	A079.BSD30	A079.BSD42	A079.BSD7	A081.BSD1	A081.BSD2	A081.BSD3	A081.BSD30	A081.BSD42	A081.BSD7	A082.BSD1	A082.BSD2	A082.BSD3	A082.BSD30	A082.BSD42	A082.BSD7	A083.BSD1	A083.BSD2	A083.BSD3	A083.BSD30	A083.BSD42	A083.BSD7	A084.BSD1	A084.BSD2	A084.BSD3	A084.BSD30	A084.BSD42	A084.BSD7	A085.BSD1	A085.BSD2	A085.BSD3	A085.BSD30	A085.BSD42	A085.BSD7	A086.BSD1	A086.BSD2	A086.BSD3	A086.BSD30	A086.BSD42	A087.BSD1	A087.BSD2	A087.BSD3	A087.BSD30	A087.BSD42	A087.BSD7	A088.BSD1	A088.BSD2	A088.BSD3	A088.BSD30	A088.BSD42	A088.BSD7	A089.BSD1	A089.BSD2	A089.BSD3	A089.BSD30	A089.BSD42	A089.BSD7	A090.BSD1	A090.BSD2	A090.BSD3	A090.BSD30	A090.BSD42	A090.BSD7	A091.BSD1	A091.BSD2	A091.BSD3	A091.BSD30	A091.BSD42	A091.BSD7	A092.BSD1	A092.BSD2	A092.BSD3	A092.BSD30	A092.BSD42	A092.BSD7	A093.BSD1	A093.BSD2	A093.BSD3	A093.BSD30	A093.BSD42	A093.BSD7	A095.BSD1	A095.BSD2	A095.BSD3	A095.BSD30	A095.BSD42	A095.BSD7	A097.BSD1	A097.BSD2	A097.BSD3	A097.BSD30	A097.BSD42	A097.BSD7	A098.BSD1	A098.BSD2	A098.BSD3	A098.BSD30	A098.BSD42	A098.BSD7	A099.BSD2	A099.BSD3	A099.BSD30	A099.BSD42	A099.BSD7	A100.BSD2	A100.BSD3	A100.BSD30	A100.BSD42	A100.BSD7	A101.BSD1	A101.BSD3	A101.BSD30	A101.BSD42	A101.BSD7	A102.BSD1	A102.BSD3	A102.BSD30	A102.BSD42	A102.BSD7	A104.BSD2	A104.BSD3	A104.BSD30	A104.BSD42	A104.BSD7	A105.BSD1	A105.BSD2	A105.BSD3	A105.BSD30	A105.BSD42	A105.BSD7	A107.BSD2	A107.BSD3	A107.BSD30	A107.BSD42	A107.BSD7	A109.BSD1	A109.BSD2	A109.BSD3	A109.BSD30	A109.BSD42	A109.BSD7	A110.BSD1	A110.BSD2	A110.BSD3	A110.BSD30	A110.BSD42	A110.BSD7	A111.BSD1	A111.BSD2	A111.BSD3	A111.BSD30	A111.BSD42	A111.BSD7	A113.BSD1	A113.BSD3	A113.BSD42	A113.BSD7	A114.BSD1	A114.BSD2	A114.BSD3	A114.BSD30	A114.BSD42	A114.BSD7	A115.BSD1	A115.BSD2	A115.BSD3	A115.BSD30	A115.BSD42	A115.BSD7
Unclassified;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0001	0.0	0.012	0.0	0.0	0.0	0.0	0.0076	0.0001	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0017	0.0	0.0	0.0202	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0294	0.0001	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0586	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0087	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0211	0.0064	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0257	0.0003	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0001	0.0005	0.0	0.0001	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0001	0.0	0.0001	0.0	0.0465	0.0153	0.0	0.0001	0.0001	0.0	0.0	0.0002	0.0	0.0	0.0	0.0099	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0002	0.0	0.0	0.0	0.0	0.0056	0.0	0.0001	0.0	0.0	0.0	0.0005	0.0	0.0001	0.0	0.0	0.0	0.0096	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0177	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0007	0.0	0.0	0.0003	0.0063	0.0098	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0193	0.0001	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0002	0.0008	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0001	0.0	0.0222	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0389	0.0	0.0	0.0	0.0	0.0	0.0532	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__DSEG;o__ArcA07;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
